[Studie]								
Studienkuerzel = mWHO2011						
Land = WHO							
Jahrgang = 2011							
Geschlecht = m							
Gewichtung = 							
Normierung =							
Quelle = WHO							
Quelle(X) = http://www.who.int						
Bemerkung = 							
Minimum = 0							
Maximum = 19							
Spalten = a,l,lsd,gl,gm,gs,bmil,bmim,bmis					
(MissingData = -1)							
[Rohdaten]								
7.92	126.8156	5.6179	-0.5399	25.2005	0.14284	-1.4464	15.7133	0.09486
8	127.2651	5.648	-0.5482	25.4163	0.14344	-1.4629	15.7368	0.09526
8.08	127.7129	5.6781	-0.5564	25.6332	0.14407	-1.479	15.7606	0.09567
8.17	128.159	5.7082	-0.5644	25.8513	0.14472	-1.4947	15.7848	0.09609
8.25	128.6034	5.7383	-0.5722	26.0706	0.14539	-1.5101	15.8094	0.09651
8.33	129.0466	5.7684	-0.5799	26.2911	0.14608	-1.5252	15.8344	0.09693
8.42	129.4887	5.7985	-0.5873	26.5128	0.14679	-1.5399	15.8597	0.09735
8.5	129.93	5.83	-0.5946	26.7358	0.14752	-1.5542	15.8855	0.09778
8.58	130.3705	5.8602	-0.6017	26.9602	0.14828	-1.5681	15.9116	0.09821
8.67	130.8103	5.8904	-0.6085	27.1861	0.14905	-1.5817	15.9381	0.09864
8.75	131.2495	5.9207	-0.6152	27.4137	0.14984	-1.5948	15.9651	0.09907
8.83	131.6884	5.951	-0.6216	27.6432	0.15066	-1.6076	15.9925	0.09951
8.92	132.1269	5.9814	-0.6278	27.875	0.15149	-1.6199	16.0205	0.09994
9	132.5652	6.0118	-0.6337	28.1092	0.15233	-1.6318	16.049	0.10038
9.08	133.0031	6.0423	-0.6393	28.3459	0.15319	-1.6433	16.0781	0.10082
9.17	133.4404	6.0729	-0.6446	28.5854	0.15406	-1.6544	16.1078	0.10126
9.25	133.877	6.1035	-0.6496	28.8277	0.15493	-1.6651	16.1381	0.1017
9.33	134.313	6.1327	-0.6543	29.0731	0.15581	-1.6753	16.1692	0.10214
9.42	134.7483	6.1634	-0.6585	29.3217	0.1567	-1.6851	16.2009	0.10259
9.5	135.1829	6.1941	-0.6624	29.5736	0.1576	-1.6944	16.2333	0.10303
9.58	135.6168	6.2235	-0.6659	29.8289	0.1585	-1.7032	16.2665	0.10347
9.67	136.0501	6.2542	-0.6689	30.0877	0.1594	-1.7116	16.3004	0.10391
9.75	136.4829	6.2837	-0.6714	30.3501	0.16031	-1.7196	16.3351	0.10435
9.83	136.9153	6.3145	-0.6735	30.616	0.16122	-1.7271	16.3704	0.10478
9.92	137.3474	6.3441	-0.6752	30.8854	0.16213	-1.7341	16.4065	0.10522
10	137.7795	6.3737	-0.6764	31.1586	0.16305	-1.7407	16.4433	0.10566
10.08	138.2119	6.4034	-1	-1	-1	-1.7468	16.4807	0.10609
10.17	138.6452	6.4331	-1	-1	-1	-1.7525	16.5189	0.10652
10.25	139.0797	6.463	-1	-1	-1	-1.7578	16.5578	0.10695
10.33	139.5158	6.4931	-1	-1	-1	-1.7626	16.5974	0.10738
10.42	139.954	6.5233	-1	-1	-1	-1.767	16.6376	0.1078
10.5	140.3948	6.5522	-1	-1	-1	-1.771	16.6786	0.10823
10.58	140.8387	6.5828	-1	-1	-1	-1.7745	16.7203	0.10865
10.67	141.2859	6.6122	-1	-1	-1	-1.7777	16.7628	0.10906
10.75	141.7368	6.6418	-1	-1	-1	-1.7804	16.8059	0.10948
10.83	142.1916	6.6716	-1	-1	-1	-1.7828	16.8497	0.10989
10.92	142.6501	6.7017	-1	-1	-1	-1.7847	16.8941	0.1103
11	143.1126	6.7306	-1	-1	-1	-1.7862	16.9392	0.1107
11.08	143.5795	6.7612	-1	-1	-1	-1.7873	16.985	0.1111
11.17	144.0511	6.7906	-1	-1	-1	-1.7881	17.0314	0.1115
11.25	144.5276	6.8203	-1	-1	-1	-1.7884	17.0784	0.11189
11.33	145.0093	6.8488	-1	-1	-1	-1.7884	17.1262	0.11228
11.42	145.4964	6.8791	-1	-1	-1	-1.788	17.1746	0.11266
11.5	145.9891	6.9082	-1	-1	-1	-1.7873	17.2236	0.11304
11.58	146.4878	6.9377	-1	-1	-1	-1.7861	17.2734	0.11342
11.67	146.9927	6.9675	-1	-1	-1	-1.7846	17.324	0.11379
11.75	147.5041	6.9976	-1	-1	-1	-1.7828	17.3752	0.11415
11.83	148.0224	7.0266	-1	-1	-1	-1.7806	17.4272	0.11451
11.92	148.5478	7.056	-1	-1	-1	-1.778	17.4799	0.11487
12	149.0807	7.0858	-1	-1	-1	-1.7751	17.5334	0.11522
12.08	149.6212	7.1145	-1	-1	-1	-1.7719	17.5877	0.11556
12.17	150.1694	7.1451	-1	-1	-1	-1.7684	17.6427	0.1159
12.25	150.7256	7.173	-1	-1	-1	-1.7645	17.6985	0.11623
12.33	151.2899	7.2029	-1	-1	-1	-1.7604	17.7551	0.11656
12.42	151.8623	7.2317	-1	-1	-1	-1.7559	17.8124	0.11688
12.5	152.4425	7.2608	-1	-1	-1	-1.7511	17.8704	0.1172
12.58	153.0298	7.2888	-1	-1	-1	-1.7461	17.9292	0.11751
12.67	153.6234	7.3186	-1	-1	-1	-1.7408	17.9887	0.11781
12.75	154.2223	7.3456	-1	-1	-1	-1.7352	18.0488	0.11811
12.83	154.8258	7.3744	-1	-1	-1	-1.7293	18.1096	0.11841
12.92	155.4329	7.4017	-1	-1	-1	-1.7232	18.171	0.11869
13	156.0426	7.4276	-1	-1	-1	-1.7168	18.233	0.11898
13.08	156.6539	7.4536	-1	-1	-1	-1.7102	18.2955	0.11925
13.17	157.266	7.4796	-1	-1	-1	-1.7033	18.3586	0.11952
13.25	157.8775	7.5055	-1	-1	-1	-1.6962	18.4221	0.11979
13.33	158.4871	7.5297	-1	-1	-1	-1.6888	18.486	0.12005
13.42	159.0937	7.5522	-1	-1	-1	-1.6811	18.5502	0.1203
13.5	159.6962	7.576	-1	-1	-1	-1.6732	18.6148	0.12055
13.58	160.2939	7.5979	-1	-1	-1	-1.6651	18.6795	0.12079
13.67	160.8861	7.618	-1	-1	-1	-1.6568	18.7445	0.12102
13.75	161.472	7.6376	-1	-1	-1	-1.6482	18.8095	0.12125
13.83	162.0505	7.6569	-1	-1	-1	-1.6394	18.8746	0.12148
13.92	162.6207	7.6757	-1	-1	-1	-1.6304	18.9398	0.1217
14	163.1816	7.6924	-1	-1	-1	-1.6211	19.005	0.12191
14.08	163.7321	7.7069	-1	-1	-1	-1.6116	19.0701	0.12212
14.17	164.2717	7.7224	-1	-1	-1	-1.602	19.1351	0.12233
14.25	164.7994	7.7357	-1	-1	-1	-1.5921	19.2	0.12253
14.33	165.3145	7.7483	-1	-1	-1	-1.5821	19.2648	0.12272
14.42	165.8165	7.7586	-1	-1	-1	-1.5719	19.3294	0.12291
14.5	166.305	7.7681	-1	-1	-1	-1.5615	19.3937	0.1231
14.58	166.7799	7.7769	-1	-1	-1	-1.551	19.4578	0.12328
14.67	167.2415	7.7851	-1	-1	-1	-1.5403	19.5217	0.12346
14.75	167.6899	7.7909	-1	-1	-1	-1.5294	19.5853	0.12363
14.83	168.1255	7.796	-1	-1	-1	-1.5185	19.6486	0.1238
14.92	168.5482	7.8004	-1	-1	-1	-1.5074	19.7117	0.12396
15	168.958	7.8042	-1	-1	-1	-1.4961	19.7744	0.12412
15.08	169.3549	7.8056	-1	-1	-1	-1.4848	19.8367	0.12428
15.17	169.7389	7.8063	-1	-1	-1	-1.4733	19.8987	0.12443
15.25	170.1099	7.8063	-1	-1	-1	-1.4617	19.9603	0.12458
15.33	170.468	7.8057	-1	-1	-1	-1.45	20.0215	0.12473
15.42	170.8136	7.8045	-1	-1	-1	-1.4382	20.0823	0.12487
15.5	171.1468	7.8026	-1	-1	-1	-1.4263	20.1427	0.12501
15.58	171.468	7.7984	-1	-1	-1	-1.4143	20.2026	0.12514
15.67	171.7773	7.7953	-1	-1	-1	-1.4022	20.2621	0.12528
15.75	172.0748	7.7898	-1	-1	-1	-1.39	20.3211	0.12541
15.83	172.3606	7.7838	-1	-1	-1	-1.3777	20.3796	0.12554
15.92	172.6345	7.7789	-1	-1	-1	-1.3653	20.4376	0.12567
16	172.8967	7.7717	-1	-1	-1	-1.3529	20.4951	0.12579
16.08	173.147	7.7639	-1	-1	-1	-1.3403	20.5521	0.12591
16.17	173.3856	7.7555	-1	-1	-1	-1.3277	20.6085	0.12603
16.25	173.6126	7.7466	-1	-1	-1	-1.3149	20.6644	0.12615
16.33	173.828	7.7371	-1	-1	-1	-1.3021	20.7197	0.12627
16.42	174.0321	7.727	-1	-1	-1	-1.2892	20.7745	0.12638
16.5	174.2251	7.7164	-1	-1	-1	-1.2762	20.8287	0.1265
16.58	174.4071	7.7053	-1	-1	-1	-1.2631	20.8824	0.12661
16.67	174.5784	7.6937	-1	-1	-1	-1.2499	20.9355	0.12672
16.75	174.7392	7.6815	-1	-1	-1	-1.2366	20.9881	0.12683
16.83	174.8896	7.6689	-1	-1	-1	-1.2233	21.04	0.12694
16.92	175.0301	7.6576	-1	-1	-1	-1.2098	21.0914	0.12704
17	175.1609	7.644	-1	-1	-1	-1.1962	21.1423	0.12715
17.08	175.2824	7.63	-1	-1	-1	-1.1826	21.1925	0.12726
17.17	175.3951	7.6174	-1	-1	-1	-1.1688	21.2423	0.12736
17.25	175.4995	7.6026	-1	-1	-1	-1.155	21.2914	0.12746
17.33	175.5959	7.5893	-1	-1	-1	-1.141	21.34	0.12756
17.42	175.685	7.5738	-1	-1	-1	-1.127	21.388	0.12767
17.5	175.7672	7.5597	-1	-1	-1	-1.1129	21.4354	0.12777
17.58	175.8432	7.5454	-1	-1	-1	-1.0986	21.4822	0.12787
17.67	175.9133	7.5308	-1	-1	-1	-1.0843	21.5285	0.12797
17.75	175.9781	7.516	-1	-1	-1	-1.0699	21.5742	0.12807
17.83	176.038	7.501	-1	-1	-1	-1.0553	21.6193	0.12816
17.92	176.0935	7.4857	-1	-1	-1	-1.0407	21.6638	0.12826
18	176.1449	7.4703	-1	-1	-1	-1.026	21.7077	0.12836
